750	956	687	381	289	591	806	792	353	649	393	784	386	1088	752	855	496	594	570	489	357	0	1043	872	545	735	772	111	285	338	293	326	489	260	837	734	472	422	215	361	1082	120	1042	591	74	689	587	1090	728	861	801	368	329	593	720	834	539	278	937	1018	
672	254	708	919	922	526	790	336	1046	723	770	326	770	147	825	357	604	502	567	576	829	1043	0	320	648	384	865	1048	903	705	757	867	751	956	463	327	776	655	969	791	156	1124	62	537	1063	376	577	124	921	268	425	783	787	856	441	313	571	905	171	160	
697	450	422	670	777	466	815	225	802	741	551	325	549	256	527	473	385	353	502	390	730	872	320	0	389	137	566	856	821	537	579	638	492	732	165	352	518	453	866	564	242	938	258	538	881	194	586	266	623	290	450	607	615	865	194	412	344	696	367	307	
725	633	173	281	495	403	845	352	413	708	189	418	182	639	295	585	110	322	411	212	515	545	648	389	0	266	338	498	603	266	280	257	104	354	302	479	129	162	615	191	629	581	625	522	533	280	562	650	341	419	574	343	313	782	222	499	103	331	535	566	
632	389	324	545	640	353	754	88	675	653	414	188	412	376	457	375	248	238	386	253	604	735	384	137	266	0	504	719	695	400	442	505	370	599	172	304	395	316	736	431	368	801	359	450	744	82	498	385	539	153	400	470	478	770	57	275	207	559	272	303	
1062	893	185	397	775	740	1182	587	487	1046	455	692	444	803	47	876	448	650	749	549	826	772	865	566	338	504	0	688	908	583	578	447	312	518	406	787	317	490	901	434	790	761	823	859	732	560	899	822	72	634	885	651	603	1116	447	779	436	542	762	737	
799	979	623	291	233	574	880	786	242	715	312	789	317	1084	672	883	471	599	542	489	362	111	1048	856	498	719	688	0	383	343	291	254	427	170	799	763	406	403	321	307	1078	83	1047	646	45	685	649	1089	637	857	821	307	261	689	695	838	513	167	940	1014	
465	795	775	568	159	386	521	725	592	364	453	667	465	988	876	678	511	478	342	449	92	285	903	821	603	695	908	383	0	337	331	488	597	473	840	577	591	443	84	477	987	404	925	384	358	627	361	983	881	784	593	261	305	308	703	678	548	410	818	929	
544	637	438	316	243	253	652	454	405	495	148	446	158	750	547	546	178	256	232	151	249	338	705	537	266	400	583	343	337	0	53	233	273	286	520	425	274	106	354	180	744	419	707	353	358	351	375	752	566	523	494	78	82	539	392	496	218	219	599	680	
584	690	446	278	216	303	688	502	358	528	125	498	137	798	545	599	206	309	279	199	249	293	757	579	280	442	578	291	331	53	0	193	266	236	551	478	262	132	335	154	792	368	757	398	308	399	416	800	555	571	546	75	36	560	429	549	249	168	650	728	
776	826	369	85	338	481	881	584	182	721	102	617	99	881	426	750	263	456	464	325	420	326	867	638	257	505	447	254	488	233	193	0	174	97	559	631	152	220	464	76	873	335	856	585	294	491	607	888	406	654	712	264	198	747	471	684	300	95	755	808	
786	732	198	181	468	465	901	456	313	754	145	517	134	743	279	678	176	400	464	275	514	489	751	492	104	370	312	427	597	273	266	174	0	268	393	567	26	190	592	130	732	509	729	583	465	380	616	753	293	523	659	339	292	811	325	596	191	262	638	669	
814	907	460	121	314	539	912	676	126	748	187	700	187	974	502	825	354	530	515	403	420	260	956	732	354	599	518	170	473	286	236	97	268	0	656	704	245	301	433	168	966	246	946	634	214	581	649	980	468	746	778	291	226	756	566	765	392	71	845	901	
804	512	257	573	763	521	926	219	704	825	488	343	482	397	362	526	345	407	552	391	748	837	463	165	302	172	406	799	840	520	551	559	393	656	0	471	418	419	871	493	385	882	418	622	832	254	670	416	458	242	564	596	587	939	140	424	302	633	368	331	
345	222	602	701	595	199	463	258	813	396	530	138	534	428	740	121	392	175	240	307	502	734	327	352	479	304	787	763	577	425	478	631	567	704	471	0	586	412	644	559	430	832	355	214	771	230	258	418	809	278	98	457	502	534	355	104	377	642	254	383	
796	755	217	155	458	477	911	481	287	761	138	540	127	768	287	698	194	417	474	290	511	472	776	518	129	395	317	406	591	274	262	152	26	245	418	586	0	199	584	117	758	487	754	594	446	404	626	779	293	548	677	337	286	813	351	618	213	243	663	695	
597	606	335	289	345	279	712	383	402	564	118	399	122	682	451	530	74	237	275	105	353	422	655	453	162	316	490	403	443	106	132	220	190	301	419	412	199	0	459	147	675	485	648	395	428	284	427	687	480	454	495	184	168	626	298	464	117	250	545	611	
549	866	781	539	126	449	604	774	545	448	448	725	458	1046	871	751	532	531	406	484	142	215	969	866	615	736	901	321	84	354	335	464	592	433	871	644	584	459	0	467	1045	331	986	460	289	672	441	1043	868	836	668	276	303	385	738	743	571	378	879	985	
721	751	327	143	341	417	832	508	257	675	32	541	25	806	404	677	187	384	404	252	400	361	791	564	191	431	434	307	477	180	154	76	130	168	493	559	117	147	467	0	798	390	780	525	343	415	551	812	404	578	641	229	172	714	398	609	224	140	679	733	
750	286	639	910	969	602	851	292	1042	819	781	320	779	14	747	385	613	514	645	593	903	1082	156	242	629	368	790	1078	987	744	792	873	732	966	385	430	758	675	1045	798	0	1159	95	644	1100	393	688	38	843	221	471	806	826	962	407	327	574	924	176	65	
844	1051	704	364	271	640	917	868	294	754	395	865	400	1165	747	952	554	673	605	567	402	120	1124	938	581	801	761	83	404	419	368	335	509	246	882	832	487	485	331	390	1159	0	1125	703	61	766	702	1168	707	938	887	375	337	712	778	913	596	250	1018	1095	
661	192	660	902	920	539	760	274	1032	735	759	264	759	85	778	295	593	462	583	558	844	1042	62	258	625	359	823	1047	925	707	757	856	729	946	418	355	754	648	986	780	95	1125	0	569	1065	365	611	68	872	206	385	761	789	880	408	251	557	898	109	98	
203	417	681	667	440	119	323	438	756	203	494	337	502	642	815	298	415	221	121	312	324	591	537	538	522	450	859	646	384	353	398	585	583	634	622	214	594	395	460	525	644	703	569	0	643	368	48	632	863	476	210	347	409	327	487	318	423	564	468	595	
788	990	663	335	215	579	864	809	286	700	344	804	351	1106	715	891	498	612	544	507	346	74	1063	881	533	744	732	45	358	358	308	294	465	214	832	771	446	428	289	343	1100	61	1065	643	0	707	643	1108	682	879	826	314	276	666	723	852	541	204	957	1036	
551	353	376	543	584	272	673	103	670	571	394	138	394	399	513	316	228	159	308	200	536	689	376	194	280	82	560	685	627	351	399	491	380	581	254	230	404	284	672	415	393	766	365	368	707	0	416	404	588	172	328	416	433	688	126	222	195	534	264	329	
170	453	723	691	434	160	285	486	774	156	519	385	528	686	855	333	452	267	152	350	312	587	577	586	562	498	899	649	361	375	416	607	616	649	670	258	626	427	441	551	688	702	611	48	643	416	0	675	901	524	241	359	423	279	535	361	463	578	512	641	
729	259	667	930	972	598	828	305	1060	802	795	318	794	24	778	363	627	515	641	601	901	1090	124	266	650	385	822	1089	983	752	800	888	753	980	416	418	779	687	1043	812	38	1168	68	632	1108	404	675	0	874	234	452	810	834	947	428	314	588	937	166	86	
1066	928	257	448	744	744	1186	627	559	1044	431	726	420	855	119	904	451	663	752	553	804	728	921	623	341	539	72	637	881	566	555	406	293	468	458	809	293	480	868	404	843	707	872	863	682	588	901	874	0	676	906	630	576	1104	482	809	443	500	804	788	
623	398	477	698	756	444	741	241	828	674	566	310	565	235	604	399	400	331	480	372	708	861	268	290	419	153	634	857	784	523	571	654	523	746	242	278	548	454	836	578	221	938	206	476	879	172	524	234	676	0	355	587	605	803	203	200	354	703	128	157	
411	320	700	784	650	297	526	356	894	397	613	236	617	470	838	219	490	273	331	405	534	801	425	450	574	400	885	821	593	494	546	712	659	778	564	98	677	495	668	641	471	887	385	210	826	328	241	452	906	355	0	514	567	497	452	157	471	713	300	433	
529	679	516	349	291	331	644	519	417	515	200	524	212	815	618	578	256	334	310	229	324	368	783	607	343	470	651	307	261	78	75	264	339	291	596	457	337	184	276	229	806	375	761	347	314	416	359	810	630	587	514	0	66	486	466	538	295	220	653	742	
593	719	482	283	252	335	708	536	352	564	161	528	173	832	571	623	242	338	314	233	285	329	787	615	313	478	603	261	305	82	36	198	292	226	587	502	286	168	303	172	826	337	789	409	276	433	423	834	576	605	567	66	0	549	465	577	285	155	681	762	
449	732	955	832	467	439	564	765	882	435	685	664	697	962	1077	612	700	546	431	629	400	593	856	865	782	770	1116	689	308	539	560	747	811	756	939	534	813	626	385	714	962	712	880	327	666	688	279	947	1104	803	497	486	549	0	799	635	696	687	786	917	
677	446	381	503	635	398	799	145	635	690	411	245	404	421	494	432	305	285	434	310	641	720	441	194	222	57	447	695	703	392	429	471	325	566	140	355	351	298	738	398	407	778	408	487	723	126	535	428	482	203	452	466	465	799	0	332	182	532	327	344	
449	326	598	752	699	303	567	325	866	500	582	242	586	336	732	225	450	279	344	411	606	834	313	412	499	275	779	838	678	496	549	684	596	765	424	104	618	464	743	609	327	913	251	318	852	222	361	314	809	200	157	538	577	635	332	0	405	707	151	282	
626	548	276	367	461	396	746	295	481	619	235	333	239	583	398	498	191	354	392	222	467	539	571	344	103	207	436	513	548	218	249	300	191	392	302	377	213	117	571	224	574	596	557	423	541	195	463	588	443	354	471	295	285	696	182	405	0	352	458	509	
748	856	460	180	384	471	856	633	197	696	172	649	165	932	521	763	324	475	447	355	417	278	905	696	331	559	542	167	410	219	168	95	262	71	633	642	243	250	378	140	924	250	898	564	204	534	578	937	500	703	713	220	155	687	532	707	352	0	795	859	
599	301	596	807	842	453	717	360	934	650	658	373	658	190	729	375	492	423	494	464	756	937	171	367	535	272	762	940	818	599	650	755	638	845	368	254	663	545	879	679	176	1018	109	468	957	264	512	166	804	128	300	653	681	786	327	151	458	795	0	133	
728	290	588	847	913	582	846	357	978	779	717	362	715	79	693	393	551	488	623	529	865	1018	160	307	566	303	737	1014	929	680	728	808	669	901	331	383	695	611	985	733	65	1095	98	595	1036	329	641	86	788	157	433	742	762	917	344	282	509	859	133	0	
